"month","year","air_temp_min","air_pressure_min","shortwave_min","windspeed_min","air_temp_mean","air_pressure_mean","shortwave_mean","windspeed_mean","air_temp_max","air_pressure_max","shortwave_max","windspeed_max","rain_sum"
1,1980,12.2806,95276.3,94.1693,0.861527474274616,16.9757387096774,97589.0258064516,263.75794516129,2.65788247296427,20.6597,98780.3,352.19,5.62694956986465,202.9907241
1,1981,15.1618,97277,100.271,0.391961101666989,18.2638580645161,97982.8838709677,276.816161290323,1.90529729682543,20.3194,98583,386.512,5.91826724797892,188.76685188
1,1982,13.3153,96646.7,211.497,0.973880402629091,17.1562677419355,97583.564516129,296.304258064516,2.7470242562933,19.3685,98523,364.553,5.03334483878266,83.404154
1,1983,11.9498,95732.9,180.807,0.539366653581068,15.5544806451613,97343.1193548387,289.525322580645,3.54139127623013,21.67,98434.5,374.764,5.67606998950339,77.12460995
1,1984,11.6653,96696.8,180.227,0.454547402132055,15.8501225806452,97530.6096774194,290.047225806452,2.33035969073974,18.8638,98202.6,346.307,4.1508571838236,167.6699963
1,1985,15.7589,96730.7,184.261,0.397918943426925,17.7745741935484,97428.8096774194,281.971,2.43270139637029,19.8574,98358.7,369.585,4.16549963359067,202.75281129
1,1986,13.3787,95689.3,111.81,0.393872183754121,17.9848838709677,97896.9064516129,258.944806451613,2.35683760057127,20.9612,98926.4,368.54,5.14822002408172,507.8292869
1,1987,13.8421,95753.1,183.127,0.209396314936534,17.7802935483871,97598.535483871,292.599903225806,2.78547970961905,20.7032,98500.2,368.593,5.1529008917405,141.21447908
1,1988,13.4606,96837.1,218.657,0.22743782419158,17.5482193548387,97943.4290322581,313.655096774194,2.6721835938083,21.3575,99060.2,379.461,5.46373519706986,44.1712564
1,1989,13.8983,96812,77.2713,0.507491306543275,17.291964516129,97699.5,246.987493548387,2.90012194551707,19.4605,98661.1,358.353,6.00411681568572,377.09316938
1,1990,13.3924,96881.5,130.635,0.806343179846089,17.3760451612903,97759.3225806452,260.791193548387,2.50631538935321,19.8787,98775.9,356.806,5.65260692942646,151.91650254
1,1991,13.5967,96743.6,129.732,0.515614885318258,17.3555258064516,97664.8806451613,269.322935483871,3.12363575408516,20.3635,98843.6,385.629,5.65786958973959,168.85641885
1,1992,11.8189,96108.2,106.059,0.665268230301884,16.6200935483871,97753.6129032258,261.086258064516,2.29415624045545,19.504,98777.1,356.059,4.81071258249752,136.0679156
1,1993,13.4177,96747.6,250.17,0.559089311652655,16.493135483871,97506.1451612903,309.179032258065,3.16039161146804,19.88,98377,374.051,5.06441919475471,56.64516512
1,1994,11.939,96935.2,128.074,0.586234047736056,17.5071387096774,97814.7709677419,282.445322580645,2.41778877911435,20.8441,98505.8,353.929,5.3566255068093,98.0633849
1,1995,13.2657,96963,128.495,0.795826494043143,16.6382806451613,98360.4870967742,273.684677419355,2.12265267025007,18.0467,99044.5,390.832,3.91207800499939,126.5911608
1,1996,14.3705,96556.1,169.781,0.657949077121596,17.3090612903226,97876.6193548387,269.028129032258,2.34689142446626,19.3555,98998.4,319.102,5.54510740773342,183.22829
1,1997,11.0206,96680.6,141.75,0.515119217720519,15.3929903225806,97969.2290322581,286.022580645161,2.79740816853688,18.692,99124.2,359.736,6.97671942704449,111.907481406
1,1998,13.3057,96907.8,139.15,0.794883181669741,17.8818096774194,98068.0709677419,293.253677419355,2.93733433753237,21.5175,98875.8,389.111,5.41264545331578,40.50714607
1,1999,16.4651,96684.2,103.539,0.233718589320576,18.6278193548387,97688.9903225806,277.132258064516,2.24279585840853,21.1578,98614.6,382.799,5.16112963670745,142.34177449
1,2000,13.0436,96448.9,158.782,0.392377948865835,16.1251064516129,97506.2387096774,263.177774193548,2.23357951665951,19.1532,98557.2,344.17,4.72978229226716,132.7183352
1,2001,13.9476,96544.8,164.443,1.075428622041,16.4616677419355,97636.4612903226,285.990290322581,2.76762217167516,20.1408,98741.5,370.466,5.1699897426522,105.3891687
1,2002,13.0403,95948.7,180.216,0.661696982524667,16.8539129032258,97460.1548387097,286.010741935484,1.95681722819803,18.7952,98671.5,382.399,5.1045747390148,192.401886
1,2003,11.9004,96713.9,126.999,0.866883334649479,16.3972451612903,97738.6193548387,288.866322580645,2.83059642539632,18.432,98484.5,370.009,5.56716430090005,173.57830185
1,2004,11.303,96933,166.65,0.668203130289735,18.2574258064516,97814.2774193548,286.052612903226,1.84571504881113,21.3461,98573.9,377.411,3.49710621681698,200.10298305
1,2005,13.6009,96748.4,101.334,0.634720896990953,16.7671129032258,97914.8580645161,291.131129032258,2.23993252490803,19.9529,98870.1,377.032,4.16767092617687,63.62201314
1,2006,13.3212,96335.4,167.167,0.638380687140518,17.5178387096774,97711.3096774194,269.341193548387,2.7062555648741,20.3426,98698.8,381.29,6.46764501648011,303.043384
1,2007,11.2667,96833.1,106.077,0.49935108778694,17.0000322580645,97764.6096774194,262.078935483871,2.49969564370039,19.8218,98738.7,384.302,4.46197494297088,188.09209045
1,2008,16.0311,96969.5,134.097,0.413202621300979,18.3170516129032,98003.4064516129,292.605548387097,2.20649441285186,20.8036,98767.9,372.832,5.29614595241672,83.35755096
1,2009,15.4299,96794.9,223.823,0.208391660065848,18.3723387096774,97759.6516129032,310.686516129032,2.1670136380416,21.7968,98799.9,377.309,4.66758824647603,34.73177172
1,2010,13.743,96230.1,139.938,0.342140415263967,16.8160935483871,97452.1387096774,269.606838709677,2.45888250370231,19.0408,98319,385.859,4.67677795154955,350.2100453
1,2011,15.4981,96062,77.2714,0.329215119595076,17.8953806451613,97667.2225806452,278.026964516129,2.61007132435675,20.5505,98380.2,382.427,6.30615638601676,608.9263699
1,2012,12.7219,96428,158.528,1.0425329113582,16.3846838709677,97571.4451612903,260.251,2.74704324233116,18.7348,99062,344.32,5.17905557264063,199.2425794
1,2013,13.8666,96267.3,217.377,0.852253031584517,17.5891,97777.2,311.430548387097,2.72725010970968,20.6209,99377.2,374.29,5.48077650689207,41.11804189
1,2014,13.5022,96477.4,173.73,0.594002806794715,16.4736709677419,97462.1,300.677193548387,2.87269815950698,19.3357,98255.8,381.611,5.48310204651527,148.38445205
1,2015,16.8059,96889.3,181.542,0.682293415141902,18.8937258064516,97844.064516129,303.244483870968,1.77827522777985,20.8538,98578.6,384.94,3.42537021714442,49.26465165
1,2016,13.1666,96798.8,91.3382,0.41011693008191,18.1026161290323,97852.6516129032,260.871458064516,2.25123687778683,20.5947,98619.8,367.951,4.77028871693318,277.10531428
1,2017,14.3368,96145.2,156.972,0.751852454039355,17.1159,97371.2935483871,311.785225806452,3.28690820191136,19.7775,98297.3,385.1,5.82395933876603,91.5044437300001
1,2018,15.7378,95812.8,129.789,0.193543845295814,19.0225516129032,97829.5032258064,243.743419354839,2.3742297547992,21.6633,98367,329.306,6.92397037308797,453.060966
1,2019,14.6509,96873.3,177.105,0.427171109062879,19.3937741935484,97700.5709677419,302.299419354839,2.54679372805647,23.13,98628.5,385.161,5.07702494101615,54.29855045
1,2020,14.0002,96770.7,170.11,0.614217005171625,18.2278935483871,97854.1612903226,320.134451612903,2.48078000867936,22.3878,98329.1,380.992,5.85924180828885,38.10110704
1,2021,13.3595,96624.2,157.3,0.14402488588435,17.8056258064516,97682.0806451613,293.873903225806,2.08445394597801,21.6062,98549.1,367.876,4.48918733870619,85.75518778
1,2022,16.1329,96991.2,184.356,0.514717931719889,19.2283290322581,98026.9806451613,326.836935483871,2.01004876786753,22.3677,99143.5,388.585,3.94052940424253,48.99564575
2,1980,14.4763,96772.1,111.422,0.272846244249394,17.2689275862069,97656.3655172414,236.325620689655,2.63484436870866,20.7552,98849.5,336.598,5.06365151238274,120.3131928
2,1981,15.1271,96927.6,96.9524,0.431716763598543,17.4778035714286,97934.175,230.511585714286,2.17746297758865,19.8388,98911.5,340.829,5.11689465128998,113.36138156
2,1982,13.1487,96916,69.4599,0.299963441584537,17.8131607142857,97864.7142857143,243.978375,2.60457302899862,20.1748,98807,346.128,5.25229200723836,329.62952014
2,1983,14.0495,96410.4,132.772,0.719136086577499,16.232025,97847.1821428571,247.955892857143,2.55829538578777,19.5369,98958.8,332.77,5.31149483013963,87.47541555
2,1984,12.6922,96081.7,147.42,0.414505553383788,16.1057137931034,97793.5862068966,238.607068965517,2.16195900575745,20.1347,98916.1,328.019,4.42000330191008,233.51145859
2,1985,15.0041,96566.7,57.0056,0.667610499325018,16.732575,97930.3071428571,248.046842857143,2.47686113657923,19.3909,98814.7,308.159,5.55505911573405,246.85388869
2,1986,15.8444,96850,104.621,0.599865424983813,17.703775,97386.9321428571,241.203214285714,2.22428091069752,20.1509,97754.7,328.59,5.73141867747419,213.3195824
2,1987,13.2556,96328.8,187.587,0.633217742277104,16.67055,97559.8321428571,275.940892857143,2.38135315213859,19.8155,98538.7,350.662,4.43200537240198,49.94872609
2,1988,12.6287,95939.7,89.4297,0.90086589780333,17.2056103448276,97193.2103448276,211.115962068966,3.20178410964228,19.6669,98073.7,308.771,5.18001139901796,286.50327242
2,1989,13.9287,96182.5,174.461,0.570227729295937,16.3448428571429,97569.5714285714,253.649428571429,2.57308908782973,18.8556,98489.2,322.227,5.20170534356763,150.84319353
2,1990,15.1197,96923.9,149.676,0.635759573993975,19.0465142857143,98178.2964285714,254.280178571429,1.8941566630667,22.8045,98933.2,338.084,5.09464598279409,49.51653112
2,1991,12.9881,96455.9,137.094,0.779759671207097,17.4573607142857,97530.3285714286,254.631357142857,2.2996492188003,20.6492,98110.1,336.82,4.54957402802999,273.84847418
2,1992,11.9166,96701.9,123.086,0.424099941105973,16.5981896551724,97698.9827586207,236.988517241379,2.53716890779148,19.2199,98605.6,315.186,5.08099747825572,99.6073626
2,1993,12.1627,96678.4,117.751,0.134002774066957,16.082225,97641.875,240.432,2.47615169678426,18.4469,98585.7,335.104,4.49894592431838,150.2406563
2,1994,15.6323,96690.8,164.315,0.452718038008207,17.3282678571429,98089.0714285714,235.94175,1.91262036385811,18.7852,99072.3,325.344,3.42157687023103,123.58456829
2,1995,15.8224,96144.4,120.252,0.386877996666908,17.3045821428571,97736.3035714286,235.090464285714,2.22423354508994,18.8202,98793.9,321.388,4.82413619049628,245.2891236
2,1996,13.3833,97045.5,125.539,0.0818066362356991,17.5729310344828,97737.4931034483,241.804827586207,2.27379620859374,20.9655,98403,339.604,4.9998577855075,179.04423571
