"date","thermo_depth","schmidt_stability","temp_0","temp_8"
1990-07-26,0,3.12338029633386,9.39999961853027,8.89999961853027
1990-09-27,1,19.5484178296567,13.8999996185303,11.8000001907349
1990-11-20,11,10.9701025280091,18,16.7999992370605
1991-01-23,0,16.4151451697231,20.5,19.6000003814697
1991-03-22,0,8.01107185694067,18.8999996185303,18.2999992370605
1991-05-22,0,1.27963679056259,12,11.8999996185303
1991-09-19,0,5.30321859236327,12.5,11.8999996185303
1991-11-21,3.15504438583608,31.8724401029753,17.3999996185303,15.5
1992-01-15,0,17.6887775608813,20.8999996185303,20
1992-04-01,0,9.67952644026773,16.8999996185303,16.2999992370605
1992-06-11,0,1.59609896544227,10.1000003814697,9.80000019073486
1992-09-01,1,4.56101818380966,9.80000019073486,8.80000019073486
1992-10-01,0,3.69123916341836,11.5,11.1000003814697
1992-11-26,8.5,21.5383374084921,17.3999996185303,16
1993-01-19,0,13.2338719121371,21.3999996185303,20.7999992370605
1993-02-25,0,14.0394507911583,19.2000007629395,18.3999996185303
1993-03-22,0,-1.55067728216009,17.2999992370605,17.5
1993-04-26,0,7.92929050484928,14.8999996185303,14
1993-06-09,0,-0.997682259750422,11.1000003814697,11.1999998092651
1993-08-11,0,0.682385160527555,9.39999961853027,9.19999980926514
1993-10-12,9,8.23366622911405,13.3999996185303,12.6000003814697
1993-12-01,0,0.956171670573947,16.7000007629395,16.7000007629395
1994-02-18,7.18969167477461,26.4378744941696,21.3999996185303,20
1994-04-27,0,3.65130812036176,14.5,14.1999998092651
1994-06-02,0,0.933722085104202,10.5,10.3999996185303
1994-09-06,0,0.706090711201334,11,11
1994-10-20,0,5.83321719160162,14,13.5
1994-12-19,5.31064420414828,58.8237962604303,21.8999996185303,19.1000003814697
1995-02-21,3.25011626226953,37.6320044147825,22,20.2999992370605
1995-05-11,0,1.98039749525654,14.1000003814697,13.8999996185303
1995-07-25,0,3.71300576033785e-11,8.30000019073486,8.30000019073486
1995-10-31,4.91869904808113,15.7958277948442,15.6000003814697,14.6000003814697
1995-12-07,2.63250855045035,128.387523125194,23.3999996185303,16.7999992370605
1995-12-14,4.46124818024764,49.6492942586039,19.5,17
1995-12-20,8.53523272206372,20.5056454521678,19.5,18.1000003814697
1996-01-19,7.63677282417131,53.6078942182177,23.2000007629395,19.8999996185303
1996-01-24,7.96260748276458,43.2572352408692,22.5,20.1000003814697
1996-01-31,0.5,42.9809430514303,22.7000007629395,19.7000007629395
1996-02-09,7.57868669502459,31.8090764949133,22,20
1996-03-28,0,-1.22947210607214e-11,17.6000003814697,17.6000003814697
1996-06-18,0,1.61447222899716,8.80000019073486,8.39999961853027
1996-07-25,0,3.40927402704481,9.80000019073486,9.30000019073486
1996-09-09,0,2.91552629898545,10.8000001907349,10.3000001907349
1996-09-25,4.32073046650126,16.1973645760076,13.8000001907349,12.5
1996-10-31,7.61648137331987,16.1232900647616,16.5,15.3000001907349
1996-12-03,2.9674139643464,19.7217932613157,17.7000007629395,16.5
1996-12-16,0,10.8015555314884,18.5,17.7999992370605
1997-01-14,0,10.7587690349292,19.1000003814697,18.6000003814697
1997-02-27,8.5,38.0718625379389,22.5,20.2999992370605
1997-05-07,0.5,7.50341204882578,15,14
1997-06-26,0,1.82365412779533,10.3000001907349,10
1997-08-18,0,2.16589858458563,9.19999980926514,8.80000019073486
1997-10-30,0.5,30.9910571943738,17,14.5
1998-02-02,7.55844437836251,61.9525446916377,23.3999996185303,19.8999996185303
1998-05-06,0,6.00275779487522,16.3999996185303,16.1000003814697
1998-06-23,0,3.42583389325378,11.3000001907349,10.8000001907349
1998-09-02,2.49405964809897,10.7281493293752,11.8000001907349,10.6999998092651
1998-12-21,6.39500954981775,36.7711941696361,20.3999996185303,18.2999992370605
1999-04-01,0,1.64226166497951,19.7999992370605,19.7999992370605
1999-06-10,0,6.5250874289465,12.8999996185303,12.1999998092651
1999-09-01,1.5,12.7209035967046,11.6999998092651,10.1000003814697
2000-02-29,6.65933836590643,44.1068942544118,22,19.6000003814697
2000-04-13,0,6.00713493203837,17.2000007629395,16.8999996185303
2000-05-23,0,1.79925443271812,14.1000003814697,13.8999996185303
2000-06-20,0,5.78503177261933,10.8000001907349,9.89999961853027
2000-07-11,0,1.24219150142016,10.3000001907349,10.1000003814697
2000-08-23,0,1.90256740164814,10.6000003814697,10.3999996185303
2000-09-28,0.5,11.0095786287791,14.3999996185303,12.3999996185303
2000-10-25,7.54447380363266,48.4149374359613,17.6000003814697,14
2000-11-28,0,3.78746419095601,16.8999996185303,16.6000003814697
2000-12-15,4.5923035019159,43.6784597267375,18.2999992370605,16
2001-01-18,0.5,18.8382654004438,21.8999996185303,19.7000007629395
2001-02-14,3.48325767128744,16.1537971069947,16.7000007629395,15.3000001907349
