"tli_monthly","bottom_DRP_ugL","bottom_NH4_ugL","bottom_NO3_ugL","thermo_depth","schmidt_stability","temp_C_1","temp_C_8","DO_mgL_8","air_temp_min","windspeed_min","air_temp_mean","windspeed_mean","air_temp_max","windspeed_max","rain_sum","monthly_avg_level_m","sum_alum","soi_3mth_mean"
1,0.555044836794766,0.414906898794202,0.297378895271356,-0.0262362564359171,0.104240392375986,0.213268619051271,0.233508266409563,-0.258130370792385,0.224093287901862,0.0556243357838572,0.223304445637447,-0.264134336915992,0.257867423370913,-0.161548322066767,0.0506210306808512,0.0446316727473258,-0.0995954087528293,-0.304941939743711
0.555044836794766,1,0.502408599694871,0.162919983680229,0.337072966211605,0.43999570036285,0.481158237084917,0.437052225462822,-0.417066568863543,0.441982353787543,0.0204852019478472,0.457237700201528,-0.317657044498357,0.441917028626576,-0.171155764389245,-0.0283741757987064,-0.00271675816490865,-0.440477824053418,-0.076000776322671
0.414906898794202,0.502408599694871,1,0.599497457452381,0.259772615247177,0.348193513451863,0.423726895767004,0.386094174600905,-0.424126970536058,0.366637327346298,0.0431603597183414,0.392098966547432,-0.29685547863764,0.393504733855207,-0.132619280325122,-0.0105781237102015,0.0427933186458153,-0.0191846078984018,0.0312399495544098
0.297378895271356,0.162919983680229,0.599497457452381,1,-0.0674268927195329,-0.0286396444350918,0.00829932201417315,0.0170838125429038,-0.0540632097017152,-0.0123460684878687,0.051975514881498,-0.0175983852098587,-0.0612451739247862,-0.00528172087438743,0.0925532451899442,0.183529692707577,0.184658077055828,0.037968219493063,0.298931146944777
-0.0262362564359171,0.337072966211605,0.259772615247177,-0.0674268927195329,1,0.783250476869996,0.577407182406968,0.440821493327605,-0.422844637420266,0.554711292688111,0.086208584375456,0.557561920883228,-0.297657095687688,0.496284328272418,-0.277628485949254,-0.135088345326032,0.0569601786981441,-0.184180178008655,-0.00697620506552974
0.104240392375986,0.43999570036285,0.348193513451863,-0.0286396444350918,0.783250476869996,1,0.784901705140987,0.650155759826747,-0.558409022018195,0.710494888959495,0.0691223034194121,0.748739130593567,-0.354128091914732,0.694630394530694,-0.29210902092258,-0.132324637808187,0.0358448464131415,-0.210933394496322,-0.0339652203652452
0.213268619051271,0.481158237084917,0.423726895767004,0.00829932201417315,0.577407182406968,0.784901705140987,1,0.963910466402989,-0.773711831538352,0.942597117073687,0.0582903304737801,0.976846018720396,-0.327387799970053,0.945394585474346,-0.283504796964418,-0.144230312724829,-0.134223702518817,-0.148867602277471,-0.122099488951707
0.233508266409563,0.437052225462822,0.386094174600905,0.0170838125429038,0.440821493327605,0.650155759826747,0.963910466402989,1,-0.746438340655689,0.928587862785271,0.0429809472680859,0.950142247250921,-0.291480868749064,0.931947746504078,-0.259591189800562,-0.120192535945278,-0.191341725738535,-0.114924042189743,-0.161210622810999
-0.258130370792385,-0.417066568863543,-0.424126970536058,-0.0540632097017152,-0.422844637420266,-0.558409022018195,-0.773711831538352,-0.746438340655689,1,-0.733794952139917,0.0329232083967877,-0.780482727641252,0.289859359649988,-0.77336853907143,0.26502543651098,0.13697004225419,0.0841322187284301,0.133309520440488,0.144735664846739
0.224093287901862,0.441982353787543,0.366637327346298,-0.0123460684878687,0.554711292688111,0.710494888959495,0.942597117073687,0.928587862785271,-0.733794952139917,1,-0.0109963150840519,0.967168092791223,-0.320638816152276,0.915301713905901,-0.310880545177654,-0.135450790485686,-0.128416946961314,-0.162034979816954,-0.145875143207379
