"lake","site","date","chla_ugL_INT","top_DRP_ugL","bottom_DRP_ugL","top_NH4_ugL","bottom_NH4_ugL","top_NO3_ugL","bottom_NO3_ugL","top_pH","bottom_pH","secchi_m","top_TN_ugL","bottom_TN_ugL","top_TP_ugL","bottom_TP_ugL","top_turbidity_NTU","bottom_turbidity_NTU","TN_TP","DN_DP","DN_TN","DP_TP"
"Rotoehu","3",2018-06-19,12.1,18.6,18.6,86,83,72,71,7.7,7.8,2.5,440,430,44.8,42.9,3.7,3.6,9.82142857142857,8.49462365591398,0.359090909090909,0.415178571428572
"Rotoehu","3",2018-07-17,19.8,5.5,6.4,4,3,103,103,7.88,7.9,2.2,430,427,45.8,45.8,1.92,1.53,9.38864628820961,19.4545454545455,0.248837209302326,0.120087336244541
"Rotoehu","3",2018-08-21,18.2,0.8,0.8,5,6,18,17,7.86,7.89,2.2,323,300,33.1,31.2,1.92,1.53,9.7583081570997,28.75,0.0712074303405573,0.0241691842900302
"Rotoehu","3",2018-09-18,13.3,2.7,3.6,4,14,1,3,7.9,7.72,2.5,307,249,30.2,21.4,1.92,1.53,10.1655629139073,1.85185185185185,0.0162866449511401,0.0894039735099338
"Rotoehu","3",2018-10-18,17.5,14,13,4,4,2,2,7.98,7.86,3,332,245,35,26,1.92,1.53,9.48571428571429,0.428571428571429,0.0180722891566265,0.4
"Rotoehu","3",2018-11-20,10.8,17,56,2,4,1,0,8.47,7.24,2.3,342,202,47,81,1.92,1.53,7.27659574468085,0.176470588235294,0.0087719298245614,0.361702127659574
"Rotoehu","3",2018-12-13,17.3,59,31,36,32,1,1,8.5,7.44,2,263,409,67,50,1.92,1.53,3.92537313432836,0.627118644067797,0.140684410646388,0.880597014925373
"Rotoehu","3",2019-01-15,96.4,11,159.8,6,551,3.19,5.5,9.18,7.34,0.9,1230,778,74,187,1.92,1.53,16.6216216216216,0.835454545454545,0.00747154471544715,0.148648648648649
"Rotoehu","3",2019-02-19,61.4,13,104,38,634,5.74,3.49,8.77,7.67,1.3,1350,1070,98,128,1.92,1.53,13.7755102040816,3.36461538461538,0.0324,0.13265306122449
"Rotoehu","3",2019-03-21,28.8,12.9,58.75,18.8,323.1,1.9,2.295,8.86,7.9,1.15,794.5,940.6,55,40,1.92,1.53,14.4454545454545,1.6046511627907,0.0260541220893644,0.234545454545455
"Rotoehu","3",2019-04-15,40,14.2,13.5,10.9,12.2,0.494,1.1,8.07,8.13,1,778.4,811.2,60,65,1.92,1.53,12.9733333333333,0.802394366197183,0.0146377183967112,0.236666666666667
"Rotoehu","3",2019-05-14,15.9,40,35,272.1,264,19.5,22.2,7.63,7.63,1.5,830.5,791.7,59,55,1.92,1.53,14.0762711864407,7.29,0.351113786875376,0.677966101694915
"Rotoehu","3",2019-06-18,29.2,16,16,147,144,78,80,7.91,7.86,1.5,842,769,57,48,1.92,1.53,14.7719298245614,14.0625,0.267220902612827,0.280701754385965
"Rotoehu","3",2019-07-16,30.5,0,0,5,8,157,162,7.86,7.87,1.55,811,782,48.7,49.7,7.64,12.6,16.652977412731,Inf,0.199753390875462,0
"Rotoehu","3",2019-09-18,5.6,0,0,2,0,3,2,8.53,8.53,1.25,537,489,35.1,31.2,8.12,7.87,15.2991452991453,Inf,0.00931098696461825,0
"Rotoehu","3",2019-11-19,5.1,3,3,3,0,0,0,8,7.89,2.65,339,331,21,26,2.54,2.82,16.1428571428571,1,0.00884955752212389,0.142857142857143
"Rotoehu","3",2019-12-10,5,2,4,8,164,1,2,8.02,7.46,3.05,344,565,21,31,2.57,2.87,16.3809523809524,4.5,0.0261627906976744,0.0952380952380952
"Rotoehu","3",2020-01-21,4.3,2,2,6,7,2,5,8.29,8.05,3.4,277,288,17,18,2.66,2.39,16.2941176470588,4,0.0288808664259928,0.117647058823529
"Rotoehu","3",2020-02-18,11.4,2.2,2.6,1.1,55.3,4,2,8.49,7.42,3.35,354.1,317.1,22,19.1,3.43,1.86,16.0954545454545,2.31818181818182,0.0144027110985597,0.1
"Rotoehu","3",2020-03-20,9.7,2.1,1.8,1.075,42.475,3.5,2.5,8.3725,7.515,3.175,317.05,273.55,20,17.55,3.19,1.945,15.8525,2.17857142857143,0.0144299006465857,0.105
"Rotoehu","3",2020-04-20,9.7,2.1,1.8,1.05,29.65,3,3,8.255,7.61,3.175,317.05,273.55,20,17.55,2.95,2.03,15.8525,1.92857142857143,0.0127740104084529,0.105
"Rotoehu","3",2020-05-20,9.7,2.1,1.8,1.025,16.825,2.5,3.5,8.1375,7.705,3.175,317.05,273.55,20,17.55,2.71,2.115,15.8525,1.67857142857143,0.0111181201703201,0.105
"Rotoehu","3",2020-06-16,8,2,1,1,4,2,4,8.02,7.8,3,280,230,18,16,2.47,2.2,15.5555555555556,1.5,0.0107142857142857,0.111111111111111
"Rotoehu","3",2020-07-22,11.5,3.2,2.2,22.3,29.9,14.15,11.6,7.85,7.99,3.15,295.2,265.9,17.3,14.4,2.82,2.41,17.0635838150289,11.390625,0.123475609756098,0.184971098265896
"Rotoehu","3",2020-08-19,11.7,1.6,1.6,5.7,3.3,17.9,22.2,8.03,7.93,2.6,362.8,314.2,21,17.9,3.36,2.96,17.2761904761905,14.75,0.0650496141124586,0.0761904761904762
"Rotoehu","3",2020-09-17,10.2,3,2.4,1.8,2.4,1.3,1.5,8.02,7.99,2.25,307.7,280.1,24.5,26.5,3.7,4.17,12.5591836734694,1.03333333333333,0.0100747481312967,0.122448979591837
"Rotoehu","3",2020-10-13,9.9,3,2,5,5,1,4,8.12,8.12,3.55,290,292,27,26,0.992,2.22,10.7407407407407,2,0.0206896551724138,0.111111111111111
"Rotoehu","3",2020-11-17,7.2,4,50,5,173,5,4,8.26,7.46,3.23333333333333,334,522,24,116,2.89,5.89,13.9166666666667,2.5,0.029940119760479,0.166666666666667
"Rotoehu","3",2020-12-15,7,3,24,4.5,89,3.5,2,8.51,7.55,2.91666666666667,324.5,335,25.5,52,2.57,2.41,12.7254901960784,2.66666666666667,0.024653312788906,0.117647058823529
"Rotoehu","3",2020-12-16,6.8,2,46,4,87.5,2,1,8.76,7.48,2.6,315,367.5,27,81,2.25,1.692,11.6666666666667,3,0.019047619047619,0.0740740740740741
"Rotoehu","3",2021-01-19,4.8,6,68,2,86,0,0,8.53,7.41,3.7,289,400,32,110,0.982,0.974,9.03125,0.333333333333333,0.0069204152249135,0.1875
"Rotoehu","3",2021-02-17,9.5,8,7,32,35,6,6,8.13,8.09,2.55,309,322,28,32,3.73,3.7,11.0357142857143,4.75,0.122977346278317,0.285714285714286
"Rotoehu","3",2021-03-16,10.7,2,5,16,54,3,3,8.38,7.96,1.8,450,292,34,20,5.46,2.22,13.2352941176471,9.5,0.0422222222222222,0.0588235294117647
"Rotoehu","3",2021-04-22,8.9,3.3,3.2,3.6,6.4,3.5,1.8,8.1,8.04,5,293.2,269,24.4,19.6,2.93,1.85,12.016393442623,2.15151515151515,0.0242155525238745,0.135245901639344
"Rotoehu","3",2021-05-18,10,2.5,2.4,2.9,1,2.1,2.3,8.12,8.1,2.6,297.5,295,22,21.7,4.01,4.38,13.5227272727273,2,0.0168067226890756,0.113636363636364
"Rotoehu","3",2021-06-15,6.7,2.4,1,8.4,4.8,3.3,2.8,8.02,8.06,2.8,334.4,247.1,25.9,15.4,5.12,2.27,12.9111969111969,4.875,0.034988038277512,0.0926640926640927
