"covar","value","std_error","t_value","p_value","id_covar","aic","r2","sig_lags","iter_start","iter_end","start_date","end_date","n","pe"
"bottom_NH4_ugL",0.000658715023029409,0.000473483193667577,1.39121099088446,0.167750133674368,"bottom_NH4_ugL",53.6463752712115,0.335486298760925,1,6,106,"2000-12-15","2009-04-22",101,0.886491108016021
"tli_lag_1",0.545232788690641,0.0871709902635783,6.25475042834805,1.49186264443487e-08,"bottom_NH4_ugL",53.6463752712115,0.335486298760925,1,6,106,"2000-12-15","2009-04-22",101,0.886491108016021
"tli_lag_4",-0.0945869509486048,0.0945112773173725,-1.00080068361555,0.319730838204278,"bottom_NH4_ugL",53.6463752712115,0.335486298760925,1,6,106,"2000-12-15","2009-04-22",101,0.886491108016021
"tli_lag_10",0.216009995034763,0.0958615964371069,2.25335278216948,0.0267807171407258,"bottom_NH4_ugL",53.6463752712115,0.335486298760925,1,6,106,"2000-12-15","2009-04-22",101,0.886491108016021
"Intercept",0.955289938976961,0.571301931250887,1.6721279707305,0.0980920231278647,"bottom_NH4_ugL",52.400398695906,0.342057512314481,1,7,107,"2001-01-18","2009-05-19",101,0.886945195085069
"bottom_NH4_ugL",0.00072122146075903,0.000470451743355176,1.53304025534141,0.128894483419805,"bottom_NH4_ugL",52.400398695906,0.342057512314481,1,7,107,"2001-01-18","2009-05-19",101,0.886945195085069
"tli_lag_1",0.535691276603145,0.0860481658934336,6.22548163625675,1.64312273516831e-08,"bottom_NH4_ugL",52.400398695906,0.342057512314481,1,7,107,"2001-01-18","2009-05-19",101,0.886945195085069
"tli_lag_10",0.2407277147132,0.091707387147958,2.62495445786517,0.010235914641283,"bottom_NH4_ugL",52.400398695906,0.342057512314481,1,7,107,"2001-01-18","2009-05-19",101,0.886945195085069
"Intercept",1.97012126203245,0.383420876057046,5.13827333110398,1.43463700549552e-06,"bottom_NH4_ugL",59.2857411939158,0.31135099782981,1,8,108,"2001-02-14","2009-06-22",101,0.886419478102466
"bottom_NH4_ugL",0.000888829205576264,0.000468897652760074,1.89557188086642,0.0609937253338612,"bottom_NH4_ugL",59.2857411939158,0.31135099782981,1,8,108,"2001-02-14","2009-06-22",101,0.886419478102466
"tli_lag_1",0.550200437073443,0.0850927851036018,6.4658882231151,4.07128624095532e-09,"bottom_NH4_ugL",59.2857411939158,0.31135099782981,1,8,108,"2001-02-14","2009-06-22",101,0.886419478102466
"Intercept",2.04173252637509,0.372904492526618,5.47521568469532,3.42997666780866e-07,"bottom_NH4_ugL",57.933210367238,0.312364300864015,1,9,109,"2001-03-21","2009-07-21",101,0.886586832069008
"bottom_NH4_ugL",0.000909498886908033,0.000465860576769392,1.95229846065779,0.053785849722705,"bottom_NH4_ugL",57.933210367238,0.312364300864015,1,9,109,"2001-03-21","2009-07-21",101,0.886586832069008
"tli_lag_1",0.533497569535523,0.0830231555923494,6.42588884666154,4.89664447418675e-09,"bottom_NH4_ugL",57.933210367238,0.312364300864015,1,9,109,"2001-03-21","2009-07-21",101,0.886586832069008
"Intercept",1.99024454012663,0.379070009513001,5.2503350045643,8.958115714863e-07,"bottom_NH4_ugL",60.3564149786181,0.315383185294909,1,10,110,"2001-04-18","2009-08-17",101,0.890372541193891
"bottom_NH4_ugL",0.000949741758173777,0.000471457957947176,2.01447815688412,0.0467278705882892,"bottom_NH4_ugL",60.3564149786181,0.315383185294909,1,10,110,"2001-04-18","2009-08-17",101,0.890372541193891
"tli_lag_1",0.54347066776123,0.0846121102895682,6.42308371580982,4.96036836731164e-09,"bottom_NH4_ugL",60.3564149786181,0.315383185294909,1,10,110,"2001-04-18","2009-08-17",101,0.890372541193891
"Intercept",1.97616237982793,0.372253589574887,5.30864559851446,6.9972385530118e-07,"bottom_NH4_ugL",59.9923376470689,0.324381416398878,1,11,111,"2001-05-22","2009-09-22",101,0.891760089057288
"bottom_NH4_ugL",0.000959430473702203,0.000470836598623366,2.03771430790935,0.0443015063728543,"bottom_NH4_ugL",59.9923376470689,0.324381416398878,1,11,111,"2001-05-22","2009-09-22",101,0.891760089057288
"tli_lag_1",0.545688718356639,0.0832706269844652,6.55319574402198,2.71732024324641e-09,"bottom_NH4_ugL",59.9923376470689,0.324381416398878,1,11,111,"2001-05-22","2009-09-22",101,0.891760089057288
"Intercept",1.9202709910356,0.368414088526742,5.21226264368611,1.05184388514665e-06,"bottom_NH4_ugL",59.2397184865044,0.337756087998986,1,12,112,"2001-06-21","2009-10-28",101,0.890784502288981
"bottom_NH4_ugL",0.000944254972371337,0.000469383026095107,2.01169390428705,0.0470260897195623,"bottom_NH4_ugL",59.2397184865044,0.337756087998986,1,12,112,"2001-06-21","2009-10-28",101,0.890784502288981
"tli_lag_1",0.558729533235744,0.0825975908039425,6.7644773630501,1.01374550176551e-09,"bottom_NH4_ugL",59.2397184865044,0.337756087998986,1,12,112,"2001-06-21","2009-10-28",101,0.890784502288981
"Intercept",1.95439794802467,0.366224942696109,5.3366052394919,6.21263300416837e-07,"bottom_NH4_ugL",59.4627944683755,0.333792340971307,1,13,113,"2001-07-19","2009-11-17",101,0.887697300821638
"bottom_NH4_ugL",0.000945711850916584,0.000470333750410528,2.01072504384626,0.047130244237063,"bottom_NH4_ugL",59.4627944683755,0.333792340971307,1,13,113,"2001-07-19","2009-11-17",101,0.887697300821638
"tli_lag_1",0.551771663027951,0.0821304493864317,6.71823504132812,1.25902005480749e-09,"bottom_NH4_ugL",59.4627944683755,0.333792340971307,1,13,113,"2001-07-19","2009-11-17",101,0.887697300821638
"Intercept",1.95050444685572,0.367141731037321,5.31267432156178,6.87847928262974e-07,"bottom_NH4_ugL",59.5105147258417,0.333072572435951,1,14,114,"2001-08-22","2009-12-16",101,0.885243688065727
"bottom_NH4_ugL",0.000942118885261103,0.00047020974565862,2.00361411893214,0.0479007302477934,"bottom_NH4_ugL",59.5105147258417,0.333072572435951,1,14,114,"2001-08-22","2009-12-16",101,0.885243688065727
"tli_lag_1",0.55274443168047,0.0822827672469633,6.71762083573908,1.26264469074868e-09,"bottom_NH4_ugL",59.5105147258417,0.333072572435951,1,14,114,"2001-08-22","2009-12-16",101,0.885243688065727
"Intercept",1.22889782205599,0.539778051633727,2.27667245516287,0.0252596868983608,"bottom_NH4_ugL",52.7012378432688,0.337670882863509,1,15,115,"2001-09-18","2010-01-20",101,0.884118925522151
"bottom_NH4_ugL",0.000917877818199005,0.000472178036308074,1.9439231552908,0.0551366092243163,"bottom_NH4_ugL",52.7012378432688,0.337670882863509,1,15,115,"2001-09-18","2010-01-20",101,0.884118925522151
"tli_lag_1",0.500929036803176,0.0862307745223679,5.80916777771998,1.00812909963474e-07,"bottom_NH4_ugL",52.7012378432688,0.337670882863509,1,15,115,"2001-09-18","2010-01-20",101,0.884118925522151
"tli_lag_10",0.207709749584162,0.0877086430198019,2.3681788069309,0.0200913804874836,"bottom_NH4_ugL",52.7012378432688,0.337670882863509,1,15,115,"2001-09-18","2010-01-20",101,0.884118925522151
"Intercept",1.22815752767638,0.540006873478861,2.27433684272254,0.0254056880646085,"bottom_NH4_ugL",52.7152613277987,0.336369313617689,1,16,116,"2001-10-16","2010-02-17",101,0.885252560557278
"bottom_NH4_ugL",0.000922954188513975,0.000471509226983409,1.9574467172547,0.0535006460736294,"bottom_NH4_ugL",52.7152613277987,0.336369313617689,1,16,116,"2001-10-16","2010-02-17",101,0.885252560557278
"tli_lag_1",0.499230818512457,0.0863038054287782,5.78457480562018,1.12050470561754e-07,"bottom_NH4_ugL",52.7152613277987,0.336369313617689,1,16,116,"2001-10-16","2010-02-17",101,0.885252560557278
"tli_lag_10",0.209323482528566,0.0871225527233103,2.40263256740594,0.0184033189553433,"bottom_NH4_ugL",52.7152613277987,0.336369313617689,1,16,116,"2001-10-16","2010-02-17",101,0.885252560557278
"Intercept",1.2828874771092,0.545792926458148,2.35050220499252,0.0210097029108541,"bottom_NH4_ugL",55.0603668012119,0.325446478839586,1,17,117,"2001-11-20","2010-03-23",101,0.879641594171614
"bottom_NH4_ugL",0.000875152458729557,0.000477090718834374,1.83435230278159,0.0700200578958549,"bottom_NH4_ugL",55.0603668012119,0.325446478839586,1,17,117,"2001-11-20","2010-03-23",101,0.879641594171614
"tli_lag_1",0.501297871217526,0.0875149287487464,5.7281412255587,1.42706583644858e-07,"bottom_NH4_ugL",55.0603668012119,0.325446478839586,1,17,117,"2001-11-20","2010-03-23",101,0.879641594171614
"tli_lag_10",0.197362173311093,0.087901594568226,2.24526271998294,0.0272862662125174,"bottom_NH4_ugL",55.0603668012119,0.325446478839586,1,17,117,"2001-11-20","2010-03-23",101,0.879641594171614
"Intercept",1.95906886632474,0.371505597285793,5.2733226111198,8.12811562815673e-07,"bottom_NH4_ugL",61.6488958972348,0.324940903314172,1,18,118,"2001-12-10","2010-04-21",101,0.880407940444515
"bottom_NH4_ugL",0.000912931958053484,0.000473683052909587,1.92730551039523,0.056867373279878,"bottom_NH4_ugL",61.6488958972348,0.324940903314172,1,18,118,"2001-12-10","2010-04-21",101,0.880407940444515
"tli_lag_1",0.551450723442834,0.0832009170319467,6.62794044963583,1.91942891272606e-09,"bottom_NH4_ugL",61.6488958972348,0.324940903314172,1,18,118,"2001-12-10","2010-04-21",101,0.880407940444515
"Intercept",2.00956027359665,0.362243724667898,5.54753646992506,2.50869811908481e-07,"bottom_NH4_ugL",57.5491154482538,0.327808062350197,1,19,119,"2002-01-22","2010-05-18",101,0.881712827219503
"bottom_NH4_ugL",0.000950291512970975,0.000463366429987967,2.05084238190422,0.0429789874107514,"bottom_NH4_ugL",57.5491154482538,0.327808062350197,1,19,119,"2002-01-22","2010-05-18",101,0.881712827219503
"tli_lag_1",0.538488832491456,0.0810666638053875,6.64254339840823,1.79312074758378e-09,"bottom_NH4_ugL",57.5491154482538,0.327808062350197,1,19,119,"2002-01-22","2010-05-18",101,0.881712827219503
"Intercept",2.05435666540438,0.367789716763816,5.58568271968199,2.12551648946149e-07,"bottom_NH4_ugL",57.1471035142352,0.314040929166477,1,20,120,"2002-02-12","2010-06-16",101,0.884533846683386
"bottom_NH4_ugL",0.000952758863533713,0.000461881903496412,2.06277590942922,0.0418063536410151,"bottom_NH4_ugL",57.1471035142352,0.314040929166477,1,20,120,"2002-02-12","2010-06-16",101,0.884533846683386
"tli_lag_1",0.528207749317632,0.0824227082455749,6.40852212407119,5.3045596061683e-09,"bottom_NH4_ugL",57.1471035142352,0.314040929166477,1,20,120,"2002-02-12","2010-06-16",101,0.884533846683386
"Intercept",2.11762269796943,0.377300698558016,5.61255970652228,1.89064729099956e-07,"bottom_NH4_ugL",59.9967409062925,0.294016591566353,1,21,121,"2002-03-19","2010-07-20",101,0.88031596629993
"bottom_NH4_ugL",0.00100463764730594,0.000468219319929208,2.14565611572337,0.0343964427541714,"bottom_NH4_ugL",59.9967409062925,0.294016591566353,1,21,121,"2002-03-19","2010-07-20",101,0.88031596629993
"tli_lag_1",0.512042918018281,0.0846421247003312,6.04950454435222,2.72288958629139e-08,"bottom_NH4_ugL",59.9967409062925,0.294016591566353,1,21,121,"2002-03-19","2010-07-20",101,0.88031596629993
"Intercept",2.07291005374379,0.377534440012764,5.49065153810526,3.20898336011682e-07,"bottom_NH4_ugL",60.4299861491234,0.302233023165771,1,22,122,"2002-04-16","2010-08-17",101,0.873555802641666
"bottom_NH4_ugL",0.00101728457332248,0.000468878827377259,2.16961081184409,0.0324792148126054,"bottom_NH4_ugL",60.4299861491234,0.302233023165771,1,22,122,"2002-04-16","2010-08-17",101,0.873555802641666
"tli_lag_1",0.52167661555099,0.0849010675409221,6.1445236280397,1.77240579360193e-08,"bottom_NH4_ugL",60.4299861491234,0.302233023165771,1,22,122,"2002-04-16","2010-08-17",101,0.873555802641666
"Intercept",1.99757941410123,0.378303169292506,5.28036658491934,7.88918776166362e-07,"bottom_NH4_ugL",62.6454475104025,0.315192682694709,1,23,123,"2002-05-22","2010-09-27",101,0.866221506275959
"bottom_NH4_ugL",0.00106194286939362,0.000473540782788,2.24255841944883,0.0272021293436379,"bottom_NH4_ugL",62.6454475104025,0.315192682694709,1,23,123,"2002-05-22","2010-09-27",101,0.866221506275959
"tli_lag_1",0.53678454653582,0.0852207694541701,6.29875263945476,8.78008423688466e-09,"bottom_NH4_ugL",62.6454475104025,0.315192682694709,1,23,123,"2002-05-22","2010-09-27",101,0.866221506275959
"Intercept",1.98697438817777,0.368906238430717,5.38612303394521,5.0289424177989e-07,"bottom_NH4_ugL",62.0341622094006,0.328003964591837,1,24,124,"2002-06-10","2010-10-19",101,0.865053588671276
"bottom_NH4_ugL",0.00107564186181279,0.000471892710954397,2.27942037849518,0.024833314482334,"bottom_NH4_ugL",62.0341622094006,0.328003964591837,1,24,124,"2002-06-10","2010-10-19",101,0.865053588671276
"tli_lag_1",0.538251531842268,0.0833231249121309,6.4598097156088,4.18721879435774e-09,"bottom_NH4_ugL",62.0341622094006,0.328003964591837,1,24,124,"2002-06-10","2010-10-19",101,0.865053588671276
"Intercept",1.93289164795996,0.367833356927545,5.25480251194483,8.79057514493271e-07,"bottom_NH4_ugL",63.038172153748,0.339047207019033,1,25,125,"2002-07-24","2010-11-16",101,0.864747755187264
"bottom_NH4_ugL",0.001096408099169,0.000473926800204201,2.31345452229456,0.0228092924663668,"bottom_NH4_ugL",63.038172153748,0.339047207019033,1,25,125,"2002-07-24","2010-11-16",101,0.864747755187264
"tli_lag_1",0.549548560650788,0.0832859920346189,6.59833121063577,2.20316092730885e-09,"bottom_NH4_ugL",63.038172153748,0.339047207019033,1,25,125,"2002-07-24","2010-11-16",101,0.864747755187264
"Intercept",1.9015226218551,0.361994881200002,5.2528991999876,8.86157527021804e-07,"bottom_NH4_ugL",62.8327706027894,0.350512170289517,1,26,126,"2002-08-20","2010-12-14",101,0.856722929735807
"bottom_NH4_ugL",0.00109304506850046,0.000473487963477342,2.30849599739142,0.0230948138737218,"bottom_NH4_ugL",62.8327706027894,0.350512170289517,1,26,126,"2002-08-20","2010-12-14",101,0.856722929735807
"tli_lag_1",0.556839997590518,0.0821253936681244,6.78036320703381,9.40921210690383e-10,"bottom_NH4_ugL",62.8327706027894,0.350512170289517,1,26,126,"2002-08-20","2010-12-14",101,0.856722929735807
"Intercept",1.90356750241078,0.357625237829572,5.32279968260499,6.58864063754937e-07,"bottom_NH4_ugL",62.2356965631056,0.353611181217566,1,27,127,"2002-09-24","2011-01-18",101,0.851839656140614
"bottom_NH4_ugL",0.0011052856426885,0.000469773927131397,2.35280329293232,0.0206518038817844,"bottom_NH4_ugL",62.2356965631056,0.353611181217566,1,27,127,"2002-09-24","2011-01-18",101,0.851839656140614
"tli_lag_1",0.55584003061668,0.0811468999091858,6.84979994600828,6.78826428420443e-10,"bottom_NH4_ugL",62.2356965631056,0.353611181217566,1,27,127,"2002-09-24","2011-01-18",101,0.851839656140614
"Intercept",1.84322479735282,0.360200223343665,5.11722280525687,1.5664346132661e-06,"bottom_NH4_ugL",63.7183895234704,0.357098656759693,1,28,128,"2002-10-23","2011-02-15",101,0.848211662815932
"bottom_NH4_ugL",0.00104905330913052,0.00047268657689269,2.21934228813245,0.0287936911697653,"bottom_NH4_ugL",63.7183895234704,0.357098656759693,1,28,128,"2002-10-23","2011-02-15",101,0.848211662815932
"tli_lag_1",0.569852317535028,0.0817867095413756,6.96754180147988,3.89322911935285e-10,"bottom_NH4_ugL",63.7183895234704,0.357098656759693,1,28,128,"2002-10-23","2011-02-15",101,0.848211662815932
"Intercept",1.8855383356074,0.357718029929787,5.27101844985978,8.20779662715872e-07,"bottom_NH4_ugL",64.4083091042375,0.353006687142191,1,29,129,"2002-11-21","2011-03-25",101,0.854285147797022
"bottom_NH4_ugL",0.00103150431027116,0.000474192247802877,2.17528716475339,0.0320387681562925,"bottom_NH4_ugL",64.4083091042375,0.353006687142191,1,29,129,"2002-11-21","2011-03-25",101,0.854285147797022
"tli_lag_1",0.560713229892621,0.0813033669739612,6.89655608078567,5.44536813429237e-10,"bottom_NH4_ugL",64.4083091042375,0.353006687142191,1,29,129,"2002-11-21","2011-03-25",101,0.854285147797022
"Intercept",1.87196713804115,0.356228798028384,5.25495734315113,8.78482392846718e-07,"bottom_NH4_ugL",63.6404039894883,0.356993038840959,1,30,130,"2002-12-17","2011-04-20",101,0.857492726484127
"bottom_NH4_ugL",0.00103975044148602,0.000471850778669203,2.20355775276775,0.0299217472960081,"bottom_NH4_ugL",63.6404039894883,0.356993038840959,1,30,130,"2002-12-17","2011-04-20",101,0.857492726484127
"tli_lag_1",0.562571428182544,0.0809797656403853,6.94706169786672,4.28940199861373e-10,"bottom_NH4_ugL",63.6404039894883,0.356993038840959,1,30,130,"2002-12-17","2011-04-20",101,0.857492726484127
"Intercept",1.89874505707024,0.356009702810463,5.33340816860016,6.29779439288236e-07,"bottom_NH4_ugL",63.592981143221,0.352051199435811,1,31,131,"2003-01-21","2011-05-23",101,0.863353389119319
"bottom_NH4_ugL",0.00102560793515389,0.000471046388457059,2.17729709915266,0.0318840619020992,"bottom_NH4_ugL",63.592981143221,0.352051199435811,1,31,131,"2003-01-21","2011-05-23",101,0.863353389119319
"tli_lag_1",0.556596372042366,0.0810479495177501,6.86749480220307,6.24529147828246e-10,"bottom_NH4_ugL",63.592981143221,0.352051199435811,1,31,131,"2003-01-21","2011-05-23",101,0.863353389119319
"Intercept",1.898766356142,0.357174651109216,5.31607254390906,6.77984103651145e-07,"bottom_NH4_ugL",63.6149669635116,0.350324933021561,1,32,132,"2003-02-20","2011-06-20",101,0.863672616497003
"bottom_NH4_ugL",0.00102920010796812,0.000470456274032876,2.18766368900885,0.0310964228710734,"bottom_NH4_ugL",63.6149669635116,0.350324933021561,1,32,132,"2003-02-20","2011-06-20",101,0.863672616497003
"tli_lag_1",0.55642781217012,0.0813794306876631,6.83745029263854,7.19466574078201e-10,"bottom_NH4_ugL",63.6149669635116,0.350324933021561,1,32,132,"2003-02-20","2011-06-20",101,0.863672616497003
"Intercept",1.88936575133911,0.361959646048403,5.21982428694951,1.01887587739792e-06,"bottom_NH4_ugL",66.1731869554576,0.345532301168157,1,33,133,"2003-03-21","2011-07-19",101,0.865590138196286
"bottom_NH4_ugL",0.00105878776014281,0.000476137516765733,2.22370160481127,0.0284887759894733,"bottom_NH4_ugL",66.1731869554576,0.345532301168157,1,33,133,"2003-03-21","2011-07-19",101,0.865590138196286
"tli_lag_1",0.556563453084641,0.0825275476113426,6.74397179116161,1.11605021753275e-09,"bottom_NH4_ugL",66.1731869554576,0.345532301168157,1,33,133,"2003-03-21","2011-07-19",101,0.865590138196286
"Intercept",1.91621177421835,0.358477547140388,5.34541644101331,5.98371674745187e-07,"bottom_NH4_ugL",66.4248129190091,0.345115050463306,1,34,134,"2003-04-15","2011-08-16",101,0.865005280513539
"bottom_NH4_ugL",0.00104968724146458,0.000476399614040615,2.20337550772047,0.0299349937847052,"bottom_NH4_ugL",66.4248129190091,0.345115050463306,1,34,134,"2003-04-15","2011-08-16",101,0.865005280513539
"tli_lag_1",0.551260722655416,0.0819360195681792,6.72794121023551,1.20308907678364e-09,"bottom_NH4_ugL",66.4248129190091,0.345115050463306,1,34,134,"2003-04-15","2011-08-16",101,0.865005280513539
"Intercept",1.91234180940561,0.35796973195299,5.34218856709579,6.06660275875724e-07,"bottom_NH4_ugL",66.4296015724338,0.346229342821159,1,35,135,"2003-05-28","2011-09-21",101,0.868034470444108
"bottom_NH4_ugL",0.00105168141343147,0.000476125052586829,2.2088344390147,0.0295404237489074,"bottom_NH4_ugL",66.4296015724338,0.346229342821159,1,35,135,"2003-05-28","2011-09-21",101,0.868034470444108
"tli_lag_1",0.551768522009877,0.0818759134624062,6.73908233418641,1.1419154371011e-09,"bottom_NH4_ugL",66.4296015724338,0.346229342821159,1,35,135,"2003-05-28","2011-09-21",101,0.868034470444108
"Intercept",1.89720136477447,0.358439399313493,5.2929487338951,7.47938503788535e-07,"bottom_NH4_ugL",67.0041693480867,0.348036362044322,1,36,136,"2003-06-17","2011-10-25",101,0.866264663173078
"bottom_NH4_ugL",0.00106631743383958,0.000477098404236816,2.23500524078529,0.0277112579245028,"bottom_NH4_ugL",67.0041693480867,0.348036362044322,1,36,136,"2003-06-17","2011-10-25",101,0.866264663173078
"tli_lag_1",0.554066909135379,0.0820557630184016,6.75232169873462,1.07321323772144e-09,"bottom_NH4_ugL",67.0041693480867,0.348036362044322,1,36,136,"2003-06-17","2011-10-25",101,0.866264663173078
"Intercept",1.86852098216154,0.35727851865666,5.22987217140017,9.76626550943644e-07,"bottom_NH4_ugL",67.4521824639123,0.35492659324654,1,37,137,"2003-07-31","2011-11-14",101,0.863396620565429
"bottom_NH4_ugL",0.00109976367127723,0.000478785163824608,2.29698778151803,0.0237696560974115,"bottom_NH4_ugL",67.4521824639123,0.35492659324654,1,37,137,"2003-07-31","2011-11-14",101,0.863396620565429
"tli_lag_1",0.558817628931439,0.0819537100799628,6.81869836504287,7.8582589843033e-10,"bottom_NH4_ugL",67.4521824639123,0.35492659324654,1,37,137,"2003-07-31","2011-11-14",101,0.863396620565429
"Intercept",1.83539890305625,0.35297702578464,5.19976873558923,1.10861370431094e-06,"bottom_NH4_ugL",67.1305338559573,0.362849173581755,1,38,138,"2003-08-19","2011-12-21",101,0.863814616952292
"bottom_NH4_ugL",0.00108522535693891,0.000476692103144059,2.27657506759861,0.0250094738527959,"bottom_NH4_ugL",67.1305338559573,0.362849173581755,1,38,138,"2003-08-19","2011-12-21",101,0.863814616952292
"tli_lag_1",0.566841640819193,0.081115488339362,6.9880814678413,3.53235201679196e-10,"bottom_NH4_ugL",67.1305338559573,0.362849173581755,1,38,138,"2003-08-19","2011-12-21",101,0.863814616952292
"Intercept",1.76613958995216,0.355930653176091,4.96203284036453,2.97718338334739e-06,"bottom_NH4_ugL",69.9295713507869,0.367110509778643,1,39,139,"2003-09-17","2012-01-17",101,0.864432990202735
"bottom_NH4_ugL",0.00106502256133634,0.000483314327700029,2.20358160372467,0.029920014066945,"bottom_NH4_ugL",69.9295713507869,0.367110509778643,1,39,139,"2003-09-17","2012-01-17",101,0.864432990202735
"tli_lag_1",0.580992291982699,0.0818583893364635,7.09752899723741,2.10061472778783e-10,"bottom_NH4_ugL",69.9295713507869,0.367110509778643,1,39,139,"2003-09-17","2012-01-17",101,0.864432990202735
"Intercept",1.71597733718391,0.34526945148426,4.96996571752058,2.8817631651564e-06,"bottom_NH4_ugL",67.8960123958993,0.384835500457976,1,40,140,"2003-10-21","2012-02-22",101,0.864181563194861
"bottom_NH4_ugL",0.00100478399922571,0.000477512577343855,2.10420425952921,0.0379464861052267,"bottom_NH4_ugL",67.8960123958993,0.384835500457976,1,40,140,"2003-10-21","2012-02-22",101,0.864181563194861
"tli_lag_1",0.593994029368996,0.0795354585915685,7.46829200318416,3.55429653639996e-11,"bottom_NH4_ugL",67.8960123958993,0.384835500457976,1,40,140,"2003-10-21","2012-02-22",101,0.864181563194861
"Intercept",1.71709091124892,0.343557059930585,4.99797882656189,2.56806108227028e-06,"bottom_NH4_ugL",67.7503284816061,0.387124132313062,1,41,141,"2003-11-18","2012-03-28",101,0.869082639719554
"bottom_NH4_ugL",0.00100575962497383,0.000476995951571856,2.10852863983336,0.0375619089035978,"bottom_NH4_ugL",67.7503284816061,0.387124132313062,1,41,141,"2003-11-18","2012-03-28",101,0.869082639719554
"tli_lag_1",0.59362425018171,0.0791803504052413,7.49711572560072,3.09285131273081e-11,"bottom_NH4_ugL",67.7503284816061,0.387124132313062,1,41,141,"2003-11-18","2012-03-28",101,0.869082639719554
"Intercept",1.14852163025804,0.549260601480411,2.09103224801206,0.0394082561362657,"bottom_NH4_ugL",66.1938924402536,0.416908929040545,1,42,142,"2003-12-16","2012-04-17",101,0.867006561212552
"bottom_NH4_ugL",0.00124129879758412,0.000557034926656669,2.22840389028101,0.0284021489304704,"bottom_NH4_ugL",66.1938924402536,0.416908929040545,1,42,142,"2003-12-16","2012-04-17",101,0.867006561212552
"tli_lag_1",0.609752196032745,0.0817292006328614,7.46064064387261,5.7721426829437e-11,"bottom_NH4_ugL",66.1938924402536,0.416908929040545,1,42,142,"2003-12-16","2012-04-17",101,0.867006561212552
"tli_lag_9",0.111639596234891,0.0864045541605494,1.2920568518582,0.199720289696223,"bottom_NH4_ugL",66.1938924402536,0.416908929040545,1,42,142,"2003-12-16","2012-04-17",101,0.867006561212552
"Intercept",1.12186922219955,0.540016546899586,2.07747193792593,0.0406722839289096,"bottom_NH4_ugL",63.6018099337239,0.429772494572169,1,43,143,"2004-01-19","2012-05-15",101,0.867481106409696
"bottom_NH4_ugL",0.00128142908132957,0.000549458931629744,2.33216534951709,0.0219747739017078,"bottom_NH4_ugL",63.6018099337239,0.429772494572169,1,43,143,"2004-01-19","2012-05-15",101,0.867481106409696
"tli_lag_1",0.612600512407127,0.0804037623066177,7.61905282579925,2.76026950556396e-11,"bottom_NH4_ugL",63.6018099337239,0.429772494572169,1,43,143,"2004-01-19","2012-05-15",101,0.867481106409696
"tli_lag_9",0.113475722903164,0.0851258181028361,1.33303532855426,0.18596109455662,"bottom_NH4_ugL",63.6018099337239,0.429772494572169,1,43,143,"2004-01-19","2012-05-15",101,0.867481106409696
"Intercept",1.17954326666525,0.543010771909008,2.17222811716691,0.0325272673588406,"bottom_NH4_ugL",64.9316381506723,0.419273938974218,1,44,144,"2004-02-18","2012-06-25",101,0.868527491614833
"bottom_NH4_ugL",0.00126917683749492,0.000554059464962347,2.29068704309775,0.0243711612043576,"bottom_NH4_ugL",64.9316381506723,0.419273938974218,1,44,144,"2004-02-18","2012-06-25",101,0.868527491614833
"tli_lag_1",0.603963956807414,0.08127034305043,7.43154186555656,6.60771012798881e-11,"bottom_NH4_ugL",64.9316381506723,0.419273938974218,1,44,144,"2004-02-18","2012-06-25",101,0.868527491614833
"tli_lag_9",0.109492593640737,0.0856701392147435,1.2780718537912,0.204585058298722,"bottom_NH4_ugL",64.9316381506723,0.419273938974218,1,44,144,"2004-02-18","2012-06-25",101,0.868527491614833
"Intercept",1.00529470610834,0.537880986336432,1.86899096946245,0.0649504784975083,"bottom_NH4_ugL",61.8096962611036,0.437113197904176,1,45,145,"2004-03-30","2012-07-18",101,0.872199108249922
"bottom_NH4_ugL",0.00128478379514509,0.000544068930169003,2.36143570033672,0.0204115677270082,"bottom_NH4_ugL",61.8096962611036,0.437113197904176,1,45,145,"2004-03-30","2012-07-18",101,0.872199108249922
"tli_lag_1",0.615387278568815,0.0801711232198288,7.6759218762774,2.11662663932836e-11,"bottom_NH4_ugL",61.8096962611036,0.437113197904176,1,45,145,"2004-03-30","2012-07-18",101,0.872199108249922
"tli_lag_9",0.138642878683347,0.0842965745307101,1.6447035891457,0.10359873015934,"bottom_NH4_ugL",61.8096962611036,0.437113197904176,1,45,145,"2004-03-30","2012-07-18",101,0.872199108249922
"Intercept",1.0286317649947,0.528235897127975,1.94729621857845,0.0546878572945113,"bottom_NH4_ugL",61.5051303858597,0.440742324242076,1,46,146,"2004-04-21","2012-08-14",101,0.87561788970451
"bottom_NH4_ugL",0.00130011492139777,0.000543864275808617,2.39051355131712,0.0189571284539426,"bottom_NH4_ugL",61.5051303858597,0.440742324242076,1,46,146,"2004-04-21","2012-08-14",101,0.87561788970451
"tli_lag_1",0.617000322383975,0.0799353232862258,7.71874431751118,1.73269911223202e-11,"bottom_NH4_ugL",61.5051303858597,0.440742324242076,1,46,146,"2004-04-21","2012-08-14",101,0.87561788970451
"tli_lag_9",0.131306516541331,0.08312135577205,1.57969652108927,0.117764329029954,"bottom_NH4_ugL",61.5051303858597,0.440742324242076,1,46,146,"2004-04-21","2012-08-14",101,0.87561788970451
